,WELL,DEPTH_MD,CALI,RMED,RDEP,RHOB,GR,NPHI,DTC,FORCE_2020_LITHOFACIES_LITHOLOGY,GROUP,GROUP_num,LITHOLOGY,RMED_log,RDEP_log
616977,34/8-1,2609.0410232,10.359588623,1.4679574966,1.1347999573,2.4290487766,80.188407898,0.2947615683,109.47677612,65000,SHETLAND GP.,9,Shale (Argilito),0.16671348115272788,0.054919310782278984
616978,34/8-1,2609.1930232,10.359399796,1.4875352383,1.1373131275,2.4270825386,79.80695343,0.295586437,109.41441345,65000,SHETLAND GP.,9,Shale (Argilito),0.1724672625471243,0.05588005204322867
616979,34/8-1,2609.3450232,10.359399796,1.504832387,1.1423346996,2.4216103554,76.192626953,0.2935672998,109.19133759,65000,SHETLAND GP.,9,Shale (Argilito),0.17748812952798537,0.05779336913978072
616980,34/8-1,2609.4970232,10.359399796,1.5162354708,1.1446570158,2.4213607311,75.375587463,0.297640115,109.0116806,65000,SHETLAND GP.,9,Shale (Argilito),0.18076665230389988,0.0586753744839704
616981,34/8-1,2609.6490232,10.359399796,1.5110125542,1.1485950947,2.4295399189,75.699623108,0.3007465303,109.34030151,65000,SHETLAND GP.,9,Shale (Argilito),0.1792680726759776,0.06016695720958171
616982,34/8-1,2609.8010232,10.371066093,1.4903005362,1.1533769369,2.4393179417,75.544868469,0.3046417534,109.67948914,65000,SHETLAND GP.,9,Shale (Argilito),0.17327385770880918,0.0619712629434346
616983,34/8-1,2609.9530232,10.443087578,1.4573485851,1.1584390402,2.4421043396,75.93711853,0.3121336997,110.08917236,65000,SHETLAND GP.,9,Shale (Argilito),0.1635634436564307,0.06387318512528552
616984,34/8-1,2610.1050232,10.591367722,1.4371176958,1.1661558151,2.4338505268,77.231048584,0.3240135908,110.29430389,65000,SHETLAND GP.,9,Shale (Argilito),0.15749233705792456,0.06675658225585117
616985,34/8-1,2610.2570232,10.746113777,1.446942091,1.1712713242,2.4289286137,77.991104126,0.3278930187,110.24314117,65000,SHETLAND GP.,9,Shale (Argilito),0.1604511502880705,0.0686575107458561
616986,34/8-1,2610.4090232,10.886275291,1.4823095798,1.1768653393,2.425006628,76.131980896,0.3173664212,109.82583618,65000,SHETLAND GP.,9,Shale (Argilito),0.17093891535591438,0.07072677232118887
616987,34/8-1,2610.5610232,11.001980782,1.5150017738,1.1846418381,2.4200119972,73.824699402,0.3026942611,109.4134903,65000,SHETLAND GP.,9,Shale (Argilito),0.18041314132089872,0.07358706659219702
616988,34/8-1,2610.7130232,11.075073242,1.5335408449,1.1921788454,2.4178378582,71.452949524,0.2939173579,109.07808685,65000,SHETLAND GP.,9,Shale (Argilito),0.1856953476340909,0.07634141122977937
616989,34/8-1,2610.8650232,11.085900307,1.5367820263,1.2012120485,2.4240734577,69.322288513,0.293061018,108.87789154,65000,SHETLAND GP.,9,Shale (Argilito),0.18661227251710893,0.07961967964650964
616990,34/8-1,2611.0170232,11.086102486,1.5387415886,1.2054377794,2.4319238663,69.789131165,0.2979020178,109.16721344,65000,SHETLAND GP.,9,Shale (Argilito),0.18716569191201965,0.08114479848732378
616991,34/8-1,2611.1690232,11.092772484,1.5373834372,1.2054290771,2.438855648,73.820426941,0.3006915748,109.16613007,65000,SHETLAND GP.,9,Shale (Argilito),0.18678219794347892,0.08114166321599209
616992,34/8-1,2611.3210232,11.102133751,1.5289680958,1.2028005123,2.4369328022,75.854362488,0.2955027223,109.12494659,65000,SHETLAND GP.,9,Shale (Argilito),0.1843984233046879,0.08019360440438258
616993,34/8-1,2611.4730232,11.093091965,1.5170153379,1.2011581659,2.4394714832,73.017021179,0.2873846292,109.41631317,65000,SHETLAND GP.,9,Shale (Argilito),0.18098997177661827,0.0796001981230423
616994,34/8-1,2611.6250232,11.08677578,1.5030217171,1.202478528,2.440264225,69.615615845,0.283978641,109.37735748,65000,SHETLAND GP.,9,Shale (Argilito),0.17696525573564673,0.08007733015657863
616995,34/8-1,2611.7770232,11.085900307,1.4970999956,1.2034087181,2.4446196556,70.726509094,0.29026106,109.04380035,65000,SHETLAND GP.,9,Shale (Argilito),0.17525080908516152,0.08041315341540764
616996,34/8-1,2611.9290232,11.085674286,1.5005514622,1.208322525,2.4476675987,71.461662292,0.2998432517,108.79436493,65000,SHETLAND GP.,9,Shale (Argilito),0.17625089437348992,0.08218287148071377
616997,34/8-1,2612.0810232,11.080587387,1.5175052881,1.2105695009,2.4516720772,71.801773071,0.3068250716,108.54492188,65000,SHETLAND GP.,9,Shale (Argilito),0.18113021315002878,0.08298972809488246
616998,34/8-1,2612.2330232,11.059494972,1.5446095467,1.2145032883,2.4505426884,69.79057312,0.3143576086,108.29561615,65000,SHETLAND GP.,9,Shale (Argilito),0.18881871473536946,0.0843986950066179
616999,34/8-1,2612.3850232,11.022414207,1.563501358,1.218564868,2.4446783066,68.505485535,0.308978945,108.16427612,65000,SHETLAND GP.,9,Shale (Argilito),0.19409826279139225,0.08584865298287045
617000,34/8-1,2612.5370232,10.976844788,1.572078824,1.2297780514,2.4348394871,67.367538452,0.2958102822,108.36697388,65000,SHETLAND GP.,9,Shale (Argilito),0.1964743177657368,0.08982673765892384
617001,34/8-1,2612.6890232,10.929229736,1.5661922693,1.2475483418,2.4348225594,67.61492157,0.2786125541,108.89597321,65000,SHETLAND GP.,9,Shale (Argilito),0.1948450759661159,0.0960573832895886
617002,34/8-1,2612.8410232,10.908764839,1.5664772987,1.2694959641,2.4408900738,70.25680542,0.2714988887,109.6534729,65000,SHETLAND GP.,9,Shale (Argilito),0.1949241054923744,0.10363132453082365
617003,34/8-1,2612.9930232,10.906201363,1.5838854313,1.295994401,2.4422624111,74.994354248,0.2714568675,109.92411041,65000,SHETLAND GP.,9,Shale (Argilito),0.19972376415138524,0.11260312528453073
617004,34/8-1,2613.1450232,10.906201363,1.6231037378,1.3231793642,2.4381182194,79.548042297,0.2762116194,109.71233368,65000,SHETLAND GP.,9,Shale (Argilito),0.21034627787573318,0.12161871917041722
617005,34/8-1,2613.2970232,10.906201363,1.6720926762,1.3412325382,2.4328567982,77.827140808,0.2834775746,109.47547913,65000,SHETLAND GP.,9,Shale (Argilito),0.22326034466211464,0.12750408083589015
617006,34/8-1,2613.4490232,10.906201363,1.7162747383,1.3434996605,2.4364039898,73.342376709,0.2938353121,109.19908905,65000,SHETLAND GP.,9,Shale (Argilito),0.2345868101893136,0.1282375610237498
617007,34/8-1,2613.6010232,10.906024933,1.7300099134,1.3310372829,2.4369516373,65.961479187,0.2992173731,109.44824219,65000,SHETLAND GP.,9,Shale (Argilito),0.23804859175456508,0.12419022041154086
617008,34/8-1,2613.7530232,10.901151657,1.6872690916,1.3139225245,2.4282710552,64.885169983,0.3037399054,109.80667114,65000,SHETLAND GP.,9,Shale (Argilito),0.22718435092195924,0.11856975778531674
617009,34/8-1,2613.9050232,10.865092278,1.6030732393,1.294598937,2.4199080467,66.829078674,0.304476589,110.39420319,65000,SHETLAND GP.,9,Shale (Argilito),0.20495336433620817,0.11213524608124434
617010,34/8-1,2614.0570232,10.774942398,1.5221556425,1.2731474638,2.415930748,72.725639343,0.3099350929,110.66064453,65000,SHETLAND GP.,9,Shale (Argilito),0.18245906191087305,0.10487870923540399
617011,34/8-1,2614.2090232,10.674899101,1.4943221807,1.2517057657,2.4176859856,76.190467834,0.3113680482,110.34909821,65000,SHETLAND GP.,9,Shale (Argilito),0.17444424287118648,0.09750225271576989
617012,34/8-1,2614.3610232,10.583625793,1.491948843,1.2327433825,2.411895752,74.444854736,0.306483686,110.01998138,65000,SHETLAND GP.,9,Shale (Argilito),0.17375393199475594,0.09087267986961396
617013,34/8-1,2614.5130232,10.544011116,1.50742805,1.2214332819,2.4091610909,71.40272522,0.3003194034,109.61109924,65000,SHETLAND GP.,9,Shale (Argilito),0.1782365922989636,0.08686974957878449
617014,34/8-1,2614.6650232,10.544005394,1.5198237896,1.2152764797,2.4143431187,70.149360657,0.2991671264,109.14666748,65000,SHETLAND GP.,9,Shale (Argilito),0.18179323818126222,0.08467509270671532
617015,34/8-1,2614.8170232,10.589286804,1.5341662169,1.2160280943,2.4303293228,74.062736511,0.3050302267,108.94321442,65000,SHETLAND GP.,9,Shale (Argilito),0.1858724151356663,0.08494360870194445
617016,34/8-1,2614.9690232,10.686322212,1.5545418262,1.2219693661,2.4449243546,75.714050293,0.3086535633,109.05764771,65000,SHETLAND GP.,9,Shale (Argilito),0.19160241157926614,0.08706031859025853
617017,34/8-1,2615.1210232,10.716280937,1.5733845234,1.2255586386,2.4484243393,74.455215454,0.3067638874,108.67462921,65000,SHETLAND GP.,9,Shale (Argilito),0.1968348739155857,0.08833409552376233
617018,34/8-1,2615.2730232,10.720290184,1.5913629532,1.2344331741,2.443451643,69.24584198,0.3024000227,108.09188843,65000,SHETLAND GP.,9,Shale (Argilito),0.2017692435025594,0.09146758442173109
617019,34/8-1,2615.4250232,10.735320091,1.5969849825,1.2373000383,2.4381804466,67.336105347,0.2976910472,108.19667053,65000,SHETLAND GP.,9,Shale (Argilito),0.20330083220107073,0.0924750263693472
617020,34/8-1,2615.5770232,10.775732994,1.5975720882,1.2360318899,2.436404705,67.505805969,0.2906773388,108.62060547,65000,SHETLAND GP.,9,Shale (Argilito),0.20346046420202213,0.0920296757923888
617021,34/8-1,2615.7290232,10.809516907,1.5866425037,1.230655551,2.4351360798,69.408699036,0.2872239947,108.18586731,65000,SHETLAND GP.,9,Shale (Argilito),0.20047908418381727,0.09013651496804385
617022,34/8-1,2615.8810232,10.831493378,1.5721410513,1.2240997553,2.4356117249,70.053031921,0.2874819338,108.09535217,65000,SHETLAND GP.,9,Shale (Argilito),0.19649150802220042,0.0878168111191988
617023,34/8-1,2616.0330232,10.874172211,1.5401808023,1.2172553539,2.4318885803,71.18800354,0.2928855717,108.2490921,65000,SHETLAND GP.,9,Shale (Argilito),0.18757170579243515,0.08538169339588485
617024,34/8-1,2616.1850232,10.902146339,1.5094879866,1.206833005,2.4262287617,70.845092773,0.3056803346,107.75061798,65000,SHETLAND GP.,9,Shale (Argilito),0.17882966099999745,0.08164717894193713
617025,34/8-1,2616.3370232,10.906201363,1.4943459034,1.1948900223,2.4212343693,68.112670898,0.3128710687,107.31352234,65000,SHETLAND GP.,9,Shale (Argilito),0.17445113733883302,0.0773279346513404
617026,34/8-1,2616.4890232,10.904129982,1.4960502386,1.1870126724,2.4225702286,64.396575928,0.3190834224,107.18590546,65000,SHETLAND GP.,9,Shale (Argilito),0.1749461777399502,0.07445535545333998
617027,34/8-1,2616.6410232,10.886837006,1.4938099384,1.1848000288,2.4339106083,65.558319092,0.3121658862,107.52587128,65000,SHETLAND GP.,9,Shale (Argilito),0.17429534449748701,0.0736450560699388
617028,34/8-1,2616.7930232,10.844367981,1.47425282,1.1832923889,2.4400775433,72.153770447,0.2994762361,108.20890808,65000,SHETLAND GP.,9,Shale (Argilito),0.16857196718361908,0.07309207108266748
617029,34/8-1,2616.9450232,10.816552162,1.4673351049,1.1871234179,2.4388942719,74.716896057,0.291780144,109.11027527,65000,SHETLAND GP.,9,Shale (Argilito),0.16652930783739633,0.07449587222049331
617030,34/8-1,2617.0970232,10.812500954,1.4832769632,1.1933088303,2.4294707775,74.590957642,0.2931847274,109.75848389,65000,SHETLAND GP.,9,Shale (Argilito),0.17122225174236935,0.0767528543476023
617031,34/8-1,2617.2490232,10.812500954,1.5044230223,1.1976385117,2.4272384644,71.403846741,0.2964339852,109.31731415,65000,SHETLAND GP.,9,Shale (Argilito),0.1773699708427217,0.07832575289100918
617032,34/8-1,2617.4010232,10.812500954,1.5253974199,1.2036741972,2.4272704124,71.825561523,0.296420306,109.0394516,65000,SHETLAND GP.,9,Shale (Argilito),0.18338300747544303,0.08050895078734303
617033,34/8-1,2617.5530232,10.812500954,1.5376037359,1.2098761797,2.4293122292,70.91078186,0.2929086387,108.60959625,65000,SHETLAND GP.,9,Shale (Argilito),0.1868444255265929,0.08274092632916208
617034,34/8-1,2617.7050232,10.809898376,1.5491470098,1.2144123316,2.4296998978,71.111000061,0.2962545156,108.15280914,65000,SHETLAND GP.,9,Shale (Argilito),0.1900926330693715,0.08436616856346196
617035,34/8-1,2617.8570232,10.786491394,1.5587829351,1.2188414335,2.4295237064,70.294792175,0.2917096019,108.30503845,65000,SHETLAND GP.,9,Shale (Argilito),0.19278564267333978,0.08594720928099465
617036,34/8-1,2618.0090232,10.716647148,1.5507826805,1.2151682377,2.4283335209,69.111381531,0.2796004117,108.44552612,65000,SHETLAND GP.,9,Shale (Argilito),0.19055094206093875,0.08463640933078438
617037,34/8-1,2618.1610232,10.644649506,1.5411874056,1.2118451595,2.4264292717,68.551208496,0.2714813352,108.22309113,65000,SHETLAND GP.,9,Shale (Argilito),0.1878554513526609,0.08344713247823662
617038,34/8-1,2618.3130232,10.632800102,1.5314905643,1.2067505121,2.4279165268,66.462493896,0.2727620304,108.177948,65000,SHETLAND GP.,9,Shale (Argilito),0.18511432540960646,0.08161749178918161
617039,34/8-1,2618.4650232,10.632800102,1.5295392275,1.201094389,2.4324123859,65.611907959,0.2888168693,108.40119171,65000,SHETLAND GP.,9,Shale (Argilito),0.18456061964585305,0.07957713813653686
617040,34/8-1,2618.6170232,10.632800102,1.5166813135,1.1968854666,2.4347684383,66.132453918,0.2988301516,108.55181885,65000,SHETLAND GP.,9,Shale (Argilito),0.18089433600877686,0.07805259351127462
617041,34/8-1,2618.7690232,10.632800102,1.505695343,1.1945017576,2.4317398071,68.760215759,0.304340899,108.90351105,65000,SHETLAND GP.,9,Shale (Argilito),0.1777371071643348,0.07718679311094472
617042,34/8-1,2618.9210232,10.632800102,1.5060665607,1.190615654,2.4231903553,70.311431885,0.308486551,109.47486877,65000,SHETLAND GP.,9,Shale (Argilito),0.17784416595893152,0.07577158827883476
617043,34/8-1,2619.0730232,10.632800102,1.5136235952,1.1880767345,2.4161612988,69.38848114,0.3105992973,109.32528687,65000,SHETLAND GP.,9,Shale (Argilito),0.1800178891325649,0.07484449139744999
617044,34/8-1,2619.2250232,10.632800102,1.5288606882,1.1904000044,2.4167926311,69.461715698,0.306571573,109.00211334,65000,SHETLAND GP.,9,Shale (Argilito),0.18436791372988257,0.07569291980705864
617045,34/8-1,2619.3770232,10.634527206,1.5460273027,1.1919136047,2.4245033264,72.418815613,0.2957338095,108.51213837,65000,SHETLAND GP.,9,Shale (Argilito),0.18921715925064378,0.07624477691271961
617046,34/8-1,2619.5290232,10.646538734,1.5587904453,1.1997050047,2.4305479527,71.943519592,0.2912828028,108.57444763,65000,SHETLAND GP.,9,Shale (Argilito),0.1927877350946047,0.07907447056366174
617047,34/8-1,2619.6810232,10.669038773,1.559769392,1.2070035934,2.4344916344,72.99773407,0.2911315262,108.55440521,65000,SHETLAND GP.,9,Shale (Argilito),0.1930603937486199,0.08170856304802715
617048,34/8-1,2619.8330232,10.681249619,1.5614113808,1.2114579678,2.4323558807,70.829872131,0.2830966413,108.15699768,65000,SHETLAND GP.,9,Shale (Argilito),0.193517340521577,0.08330835064918245
617049,34/8-1,2619.9850232,10.701383591,1.5680967569,1.214963913,2.4331502914,70.8878479,0.2754296362,107.70413971,65000,SHETLAND GP.,9,Shale (Argilito),0.1953728566209391,0.08456337866048934
617050,34/8-1,2620.1370232,10.716485977,1.580981493,1.2202396393,2.4359776974,66.297264099,0.2724217772,107.45503235,65000,SHETLAND GP.,9,Shale (Argilito),0.1989267861023419,0.08644512887603598
617051,34/8-1,2620.2890232,10.718701363,1.5839520693,1.2226999998,2.4374513626,68.037414551,0.2724303007,107.20559692,65000,SHETLAND GP.,9,Shale (Argilito),0.19974203561618348,0.08731991213536225
617052,34/8-1,2620.4410232,10.718701363,1.5773813725,1.2230331898,2.4348618984,69.541259766,0.2707591653,107.06576538,65000,SHETLAND GP.,9,Shale (Argilito),0.19793670788075804,0.08743824276924808
617053,34/8-1,2620.5930232,10.718701363,1.5681228638,1.2245999575,2.4273557663,74.524055481,0.2707505822,107.41828156,65000,SHETLAND GP.,9,Shale (Argilito),0.19538008703460977,0.08799424002743272
617054,34/8-1,2620.7450232,10.718701363,1.563506484,1.2241052389,2.423936367,74.468391418,0.2830595672,107.64632416,65000,SHETLAND GP.,9,Shale (Argilito),0.19409968664040492,0.08781875662394749
617055,34/8-1,2620.8970232,10.718701363,1.5692015886,1.2228355408,2.4258522987,72.083122253,0.2920266688,107.66650391,65000,SHETLAND GP.,9,Shale (Argilito),0.1956787391209349,0.08736805268163904
617056,34/8-1,2621.0490232,10.718701363,1.5731999874,1.228186965,2.4327919483,71.057975769,0.2951063812,107.26029968,65000,SHETLAND GP.,9,Shale (Argilito),0.196783934259378,0.08926448381425517
617057,34/8-1,2621.2010232,10.721105576,1.5747923851,1.2258038521,2.4363000393,68.571090698,0.291144073,107.32265472,65000,SHETLAND GP.,9,Shale (Argilito),0.1972233060946677,0.08842098179268215
617058,34/8-1,2621.3530232,10.740618706,1.5831599236,1.2213799953,2.4356920719,68.837516785,0.2911063433,107.39499664,65000,SHETLAND GP.,9,Shale (Argilito),0.19952478752750305,0.08685080250938786
617059,34/8-1,2621.5050232,10.782706261,1.5832338333,1.2178704739,2.4310142994,67.970443726,0.2945564091,107.57818604,65000,SHETLAND GP.,9,Shale (Argilito),0.19954506205893488,0.08560110154665924
617060,34/8-1,2621.6570232,10.808777809,1.5750313997,1.2069519758,2.4223835468,66.375434875,0.2906976044,108.07704926,65000,SHETLAND GP.,9,Shale (Argilito),0.19728921627197632,0.0816899900145061
617061,34/8-1,2621.8090232,10.815872192,1.5470660925,1.1997117996,2.4187114239,68.224555969,0.2825293243,108.48101807,65000,SHETLAND GP.,9,Shale (Argilito),0.18950886767151384,0.07907693031769013
617062,34/8-1,2621.9610232,10.837388039,1.5123887062,1.1895031929,2.4213418961,71.500450134,0.2688894868,108.31894684,70000,SHETLAND GP.,9,Limestone (Calcário),0.17966342559784187,0.07536561212106999
617063,34/8-1,2622.1130232,10.85003376,1.4940999746,1.1785542965,2.4529328346,74.734580994,0.2462558746,107.94509125,70000,SHETLAND GP.,9,Limestone (Calcário),0.17437965836589367,0.07134959545359038
617064,34/8-1,2622.2650232,10.834316254,1.4920051098,1.1777000427,2.5041763783,71.709457397,0.2232304513,107.58912659,70000,SHETLAND GP.,9,Limestone (Calcário),0.17377031050537892,0.07103469080041479
617065,34/8-1,2622.4170232,10.833737373,1.4767460823,1.1799173355,2.553798914,64.895500183,0.2055322379,107.42796326,70000,SHETLAND GP.,9,Limestone (Calcário),0.16930582737965835,0.07185158188768052
617066,34/8-1,2622.5690232,10.833158493,1.4575541019,1.1970549822,2.5766775608,63.213367462,0.1968041211,107.69788361,70000,SHETLAND GP.,9,Limestone (Calcário),0.16362468399404081,0.07811409854147412
617067,34/8-1,2622.7210232,10.832580566,1.4455940723,1.2221024036,2.5749042034,61.595333099,0.1870073229,106.96550751,70000,SHETLAND GP.,9,Limestone (Calcário),0.16004635871953393,0.08710759825930067
617068,34/8-1,2622.8730232,10.832001686,1.4817562103,1.2359980345,2.5699288845,61.589065552,0.1826188266,103.92661285,70000,SHETLAND GP.,9,Limestone (Calcário),0.17077675611916704,0.0920177801326652
617069,34/8-1,2623.0250232,10.822174072,1.6082196236,1.2272517681,2.5481450558,55.027210236,0.2018827796,100.86940002,70000,SHETLAND GP.,9,Limestone (Calcário),0.2063453571017924,0.08893366645984371
617070,34/8-1,2623.1770232,10.746739388,1.7673370838,1.2268577814,2.5043394566,54.955875397,0.2395192832,100.11230469,70000,SHETLAND GP.,9,Limestone (Calcário),0.24731939029486766,0.08879422178732846
617071,34/8-1,2623.3290232,10.653180122,1.8182420731,1.2363818884,2.4576032162,55.797046661,0.2691384554,101.22118378,70000,SHETLAND GP.,9,Limestone (Calcário),0.25965170287543504,0.09215263451359788
617072,34/8-1,2623.4810232,10.633502007,1.6545100212,1.2447522879,2.4219498634,64.020462036,0.283483088,104.17502594,70000,SHETLAND GP.,9,Limestone (Calcário),0.21866940198162688,0.09508293319729182
617073,34/8-1,2623.6330232,10.632800102,1.5068085194,1.2561279535,2.4097640514,66.367462158,0.2832416594,108.31996155,65000,SHETLAND GP.,9,Shale (Argilito),0.178058067011685,0.0990338803793973
617074,34/8-1,2623.7850232,10.632800102,1.4951900244,1.2542331219,2.4073824883,67.073158264,0.2826358676,109.72057343,65000,SHETLAND GP.,9,Shale (Argilito),0.17469639085707453,0.09837826547813092
617075,34/8-1,2623.9370232,10.632800102,1.519513607,1.2253674269,2.4083228111,62.64522171,0.2802364826,109.45674896,65000,SHETLAND GP.,9,Shale (Argilito),0.18170459347062182,0.08826633159769147
617076,34/8-1,2624.0890232,10.632800102,1.5347467661,1.2085647583,2.4115922451,64.11857605,0.2767358422,109.08289337,65000,SHETLAND GP.,9,Shale (Argilito),0.18603672694146695,0.08226992608735795
617077,34/8-1,2624.2410232,10.632800102,1.5406965017,1.2046736479,2.4187529087,65.465705872,0.2703923285,108.73633575,65000,SHETLAND GP.,9,Shale (Argilito),0.18771709646121754,0.08086941030297753
617078,34/8-1,2624.3930232,10.635991096,1.5544282198,1.2014034986,2.4257428646,68.422042847,0.2642343044,108.61161804,65000,SHETLAND GP.,9,Shale (Argilito),0.19157067204371522,0.07968889231956186
617079,34/8-1,2624.5450232,10.667610168,1.5612233877,1.2047457695,2.4251041412,65.995445251,0.2621597052,108.5131073,65000,SHETLAND GP.,9,Shale (Argilito),0.1934650485488569,0.08089540993815035
617080,34/8-1,2624.6970232,10.711249352,1.5664987564,1.2189944983,2.4163029194,68.34336853,0.2702142596,108.61859131,65000,SHETLAND GP.,9,Shale (Argilito),0.19493005444349343,0.08600174551719816
617081,34/8-1,2624.8490232,10.718701363,1.5583137274,1.2199300528,2.4140455723,66.189659119,0.2810873389,108.55628204,65000,SHETLAND GP.,9,Shale (Argilito),0.19265489644466677,0.0863349302207717
617082,34/8-1,2625.0010232,10.718701363,1.5561629534,1.2130832672,2.4174797535,68.402359009,0.2886238992,108.48794556,65000,SHETLAND GP.,9,Shale (Argilito),0.19205507212473366,0.0838906122798799
617083,34/8-1,2625.1530232,10.718701363,1.5605000257,1.2143478394,2.4201281071,62.180522919,0.2903239429,108.3396759,65000,SHETLAND GP.,9,Shale (Argilito),0.19326378015378215,0.0843431044446356
617084,34/8-1,2625.3050232,10.718701363,1.5599676371,1.2095502615,2.4206569195,61.548576355,0.2915351391,108.0057373,65000,SHETLAND GP.,9,Shale (Argilito),0.19311558862710304,0.08262391969134275
617085,34/8-1,2625.4570232,10.718701363,1.5541802645,1.2047564983,2.4239046574,59.267829895,0.2965041101,108.0680542,65000,SHETLAND GP.,9,Shale (Argilito),0.1915013898428071,0.08089927750756486
617086,34/8-1,2625.6090232,10.718701363,1.5476326942,1.201028347,2.4310626984,62.767967224,0.3019664586,108.14646149,65000,SHETLAND GP.,9,Shale (Argilito),0.18966789574594495,0.07955325786118601
617087,34/8-1,2625.7610232,10.718701363,1.5339714289,1.1989576817,2.4293911457,63.544033051,0.3046965599,108.44812775,65000,SHETLAND GP.,9,Shale (Argilito),0.1858172707038182,0.07880385455129701
617088,34/8-1,2625.9130232,10.718701363,1.5206623077,1.1960645914,2.4271974564,62.453227997,0.3001845181,109.17895508,65000,SHETLAND GP.,9,Shale (Argilito),0.1820327813210002,0.07775463360819751
617089,34/8-1,2626.0650232,10.718701363,1.5228021145,1.193020463,2.4284548759,60.262706757,0.2960720956,108.3459549,65000,SHETLAND GP.,9,Shale (Argilito),0.18264347118609398,0.07664789286712895
617090,34/8-1,2626.2170232,10.716640472,1.5266932249,1.1888685226,2.4301044941,62.092880249,0.2927847803,107.99059296,65000,SHETLAND GP.,9,Shale (Argilito),0.18375177830202036,0.07513382849039181
617091,34/8-1,2626.3690232,10.688178062,1.5308690071,1.1934657097,2.4274520874,69.268989563,0.2984184921,107.86587524,65000,SHETLAND GP.,9,Shale (Argilito),0.18493803071947598,0.07680994550279997
617092,34/8-1,2626.5210232,10.647490501,1.5384464264,1.1944414377,2.4245474339,72.775863647,0.2975217402,107.76766205,65000,SHETLAND GP.,9,Shale (Argilito),0.1870823773309835,0.07716486157253387
617093,34/8-1,2626.6730232,10.634103775,1.5434645414,1.1964298487,2.4280800819,73.728256226,0.2942151725,108.01689148,65000,SHETLAND GP.,9,Shale (Argilito),0.18849665671982865,0.07788723933420341
617094,34/8-1,2626.8250232,10.632800102,1.549677372,1.1987682581,2.4318933487,70.774101257,0.2878480554,108.2903595,65000,SHETLAND GP.,9,Shale (Argilito),0.19024129162548195,0.07873523484541
617095,34/8-1,2626.9770232,10.632800102,1.5470461845,1.2068192959,2.4316878319,69.265762329,0.2845068276,108.85942078,65000,SHETLAND GP.,9,Shale (Argilito),0.18950327903492165,0.08164224551678742
617096,34/8-1,2627.1290232,10.632800102,1.5347285271,1.2042201757,2.4299819469,68.536224365,0.2872825265,108.64000702,65000,SHETLAND GP.,9,Shale (Argilito),0.1860315657355285,0.08070589917222243
617097,34/8-1,2627.2810232,10.632800102,1.5431673527,1.2059268951,2.429746151,68.013183594,0.2900600433,108.88924408,65000,SHETLAND GP.,9,Shale (Argilito),0.18841302678446806,0.08132098109021399
617098,34/8-1,2627.4330232,10.633328438,1.5456357002,1.2032618523,2.4305107594,66.197616577,0.2966979444,109.11826324,65000,SHETLAND GP.,9,Shale (Argilito),0.18910714027017955,0.08036014823274248
617099,34/8-1,2627.5850232,10.642864227,1.5402917862,1.2060482502,2.4306120872,66.297462463,0.2970335782,108.9935379,65000,SHETLAND GP.,9,Shale (Argilito),0.18760299949428522,0.08136468290897281
617100,34/8-1,2627.7370232,10.647249222,1.5272555351,1.2054857016,2.4289851189,65.038749695,0.2890017033,108.86882019,65000,SHETLAND GP.,9,Shale (Argilito),0.18391170778278715,0.0811620635288628
617101,34/8-1,2627.8890232,10.638355255,1.5270406008,1.2129471302,2.4286575317,68.287590027,0.2746208906,108.76177979,65000,SHETLAND GP.,9,Shale (Argilito),0.18385058418739073,0.08384187130119443
617102,34/8-1,2628.0410232,10.63337326,1.5402555466,1.2141512632,2.4281680584,70.472236633,0.2582789063,108.97834015,65000,SHETLAND GP.,9,Shale (Argilito),0.1875927814021043,0.08427279603148562
617103,34/8-1,2628.1930232,10.632237434,1.5468608141,1.219823122,2.4367189407,74.064163208,0.2504897416,108.47946167,65000,SHETLAND GP.,9,Shale (Argilito),0.18945123781845263,0.08629686124158563
617104,34/8-1,2628.3450232,10.619050026,1.5692651272,1.2229250669,2.4466707706,75.57220459,0.2499102801,107.94663239,65000,SHETLAND GP.,9,Shale (Argilito),0.19569632379897703,0.08739984703723645
617105,34/8-1,2628.4970232,10.618260384,1.5700045824,1.2286425829,2.4507136345,75.689147949,0.2489588112,106.57474518,65000,SHETLAND GP.,9,Shale (Argilito),0.19590091999402964,0.08942556323652434
617106,34/8-1,2628.6490232,10.630480766,1.6123993397,1.2327011824,2.4455296993,72.461036682,0.2497259676,105.22003937,65000,SHETLAND GP.,9,Shale (Argilito),0.20747261163140732,0.09085781255454352
617107,34/8-1,2628.8010232,10.632800102,1.6156778336,1.2413187027,2.4379091263,73.086959839,0.2525213361,104.35978699,65000,SHETLAND GP.,9,Shale (Argilito),0.2083547666870869,0.09388329886721895
617108,34/8-1,2628.9530232,10.632800102,1.6302942038,1.2454043627,2.4380817413,71.982429504,0.2619269192,103.92430878,65000,SHETLAND GP.,9,Shale (Argilito),0.21226598450051032,0.09531038273853487
617109,34/8-1,2629.1050232,10.632800102,1.6087156534,1.2562032938,2.4337899685,75.601638794,0.2706416547,105.65740967,65000,SHETLAND GP.,9,Shale (Argilito),0.2064792876836397,0.09905992780176638
617110,34/8-1,2629.2570232,10.632800102,1.5830235481,1.2676450014,2.4257512093,72.406013489,0.2796056867,106.88977814,65000,SHETLAND GP.,9,Shale (Argilito),0.19948737521221377,0.10299764824687627
